Reporting year,Commitment date (dd-mm-yyyy),Reporting country / organisation,Extending agency,CRS Identification N°,Donor project N°,Nature of submission,Recipient country,Channel of delivery name,Channel code,Bi/Multi,Type of flow (main DAC 1 category),Type of finance,Type of aid,Short description / Project title,Sector / Purpose code,Geographical target area,Expected starting date ,Expected completion date,Description,Gender equality,Aid to environment,PD/GG,Trade Development,FTC,PBA,Investment,AF,Biodiversity,Climate change - mitigation,Climate change - adaptation,Desertification,Currency,Commitments,Amounts extended,USD_commitment in millions,USD_disbursement in millions,ODA grant equivalent,Amounts received (for loans: only principal),Amount untied,Amount partially untied,Amount tied,Amount of IRTC,"** If project type, amount of experts-commitments","** If project type, amount of experts-extended",Amount of export credit,Leveraging mechanism and role/position,Amounts mobilised from the private sector,Origin of the funds mobilised,"Type (EPP:1,annuity:2,lump sum:3,other:5)",Number of repayment per annum,Interest rate,Second interest rate,First repayment date (dd-mm-yyyy),Final repayment date (dd-mm-yyyy),Interest received,Principal disbursed and still outstanding,Arrears of principal (included in item 51),Arrears of interest,RMNCH,Capital Expenditure % (Voluntary),Discount Rate,GE,
2016,01/01/2016,21,1,2016001854,B2VOL-CSFSTRAT,8,998,Vso Ireland,22000,3,10,110,B01,Strategic Partnership for Development Sector: Contract VI02-2016 Irish Aid 1yr 2016,99810,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Contract VI02-2016 Irish Aid 1yr 2016,,,,,,1,,,,,,,918,344.838,344.838, 0.38 , 0.38 ,,,344.838,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000980,B2PROGRAM-CSFPRGFND,8,218,Serve In Solidarity Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and par tners to implement SDP 2012-15,99810,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and partners to implement SDP 2012-15,0,0,0,,,1,,,0,0,0,0,918,4,4, 0.00 , 0.00 ,,,4,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000981,B2PROGRAM-CSFPRGFND,8,218,Serve In Solidarity Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and par tners to implement SDP 2012-15,99810,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and partners to implement SDP 2012-15,0,0,0,,,1,,,0,0,0,0,918,3.2,3.2, 0.00 , 0.00 ,,,3.2,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001167,B2PROGRAM-CSFPRGFND,8,259,Serve In Solidarity Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and par tners to implement SDP 2012-15,99810,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and partners to implement SDP 2012-15,1,1,1,,,1,,,1,0,1,0,918,1.8,1.8, 0.00 , 0.00 ,,,1.8,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001169,B2PROGRAM-CSFPRGFND,8,259,Serve In Solidarity Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and par tners to implement SDP 2012-15,99810,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and partners to implement SDP 2012-15,1,1,1,,,1,,,0,0,1,0,918,7.2,7.2, 0.01 , 0.01 ,,,7.2,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001212,B2PROGRAM-CSFPRGFND,8,265,Serve In Solidarity Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and par tners to implement SDP 2012-15,99810,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and partners to implement SDP 2012-15,0,0,0,,,1,,,0,0,0,0,918,1.642,1.642, 0.00 , 0.00 ,,,1.642,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001213,B2PROGRAM-CSFPRGFND,8,265,Serve In Solidarity Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and par tners to implement SDP 2012-15,99810,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 3 - Strengthen capacity of SERVE and partners to implement SDP 2012-15,0,1,0,,,1,,,0,0,1,0,918,6.566,6.566, 0.01 , 0.01 ,,,6.566,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000868,B2MISCARA-CSFSTRAT,8,349,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: De La Salle Brothers Access to decent housing for poor families in Tort,16040,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: De La Salle Brothers Access to decent housingfor poor families in Tortue Island,1,0,2,,,1,,,0,0,0,0,918,21.622,21.622, 0.02 , 0.02 ,,,21.622,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000873,B2MISCARA-CSFSTRAT,8,428,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Edmund Rice Development Centro Hermano Manolo - e mpowering working childre,16020,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Edmund Rice Development Centro Hermano Manolo - empowering working children in Cochabamba, Bolivia",1,0,2,,,1,,,0,0,0,0,918,40.517,40.517, 0.04 , 0.04 ,,,40.517,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001096,B2PROGRAM-CSFPRGFND,8,248,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,16064,,01/01/2016,31/12/2016,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,1,1,1,,,1,,,0,1,1,0,918,2.759,2.759, 0.00 , 0.00 ,,,2.759,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001129,B2PROGRAM-CSFPRGFND,8,253,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,16064,,01/01/2016,31/12/2016,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,1,1,1,,,1,,,0,1,1,0,918,2.841,2.841, 0.00 , 0.00 ,,,2.841,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001470,B2PROGRAM-CSFPRGFND,8,625,Concern Worldwide,22000,7,10,110,B01,"Civil Society Programme Funding: 3 Improved access to maternal and child health facilities, for extremely poor households in the targeted communities",16050,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 3 Improved access to maternal and child health facilities, for extremely poor households in the targeted communities and districts (micro). 4 Improved access for women to government services (micro/meso). FIM Inequality Outcome",1,1,1,,,1,,,0,0,1,0,918,140,140, 0.15 , 0.15 ,,,140,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001408,B2PROGRAM-CSFPRGFND,8,288,Concern Worldwide,22000,7,10,110,B01,Civil Society Programme Funding: 1.Extreme poor HH have increased their asset baseand incomes by diversifying their livelihood options (micro) 2. Inc,16050,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1.Extreme poor HH have increased their asset baseand incomes by diversifying their livelihood options (micro) 2. Increased capacity of government, the BRE and non- state actors on pro poor programming and service delivery (meso)3. Improved food security andnutrition through increased co",1,2,1,,,1,,,1,0,2,1,918,521.968,521.968, 0.58 , 0.58 ,,,521.968,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000922,B2MISCARA-CSFSTRAT,8,645,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Notre Dame des Missions Extension of the hostel for rescued girl Child lab,16020,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Notre Dame des Missions Extension of the hostel for rescued girl Child labourers in Almel Village of Bijapur District, North Karnataka",2,0,2,,,1,,,0,0,0,0,918,108.981,108.981, 0.12 , 0.12 ,,,108.981,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001347,B2PROGRAM-CSFPRGFND,8,282,Oxfam Ireland,22501,7,10,110,B01,"Civil Society Programme Funding: To promote a positive shift in the social norms, b eliefs and practices that cond one and/or perpetuate violence",15170,,01/01/2016,31/12/2016,"Civil Society Programme Funding: To promote a positive shift in the social norms, beliefs and practices that condone and/or perpetuate violence against women",2,0,1,,,1,,,0,0,0,0,918,280,280, 0.31 , 0.31 ,,,280,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001018,B2PROGRAM-CSFPRGFND,8,238,Concern Worldwide,22000,7,10,110,B01,"Civil Society Programme Funding: 3 Women are empowered to have increased control over resources, increased access to services and increased influence",15170,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 3 Women are empowered to have increased control over resources, increased access to services and increased influence over decision-making (micro, meso)   Wollo Inequality Outcome",2,1,1,,,1,,,0,0,1,0,918,61.663,61.663, 0.07 , 0.07 ,,,61.663,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001491,B2PROGRAM-CSFPRGFND,8,660,Action Aid,22000,7,10,110,B01,"Civil Society Programme Funding: 3.1: Economic Empowerment: Women in target communities have increased income from commercial engagement, control ove",15170,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 3.1: Economic Empowerment: Women in target communities have increased income from commercial engagement, control over land and participation in decision making within the household",2,1,1,,,1,,,1,1,1,1,918,41.133,41.133, 0.05 , 0.05 ,,,41.133,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001285,B2PROGRAM-CSFPRGFND,8,272,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Institutions strengthened to take a more central r ole in reducing children and y ouths extreme vulnerability in,16010,,01/01/2016,31/12/2016,Civil Society Programme Funding: Institutions strengthened to take a more central role in reducing children and youths extreme vulnerability in Freetown,1,0,2,,,1,,,0,0,0,0,918,45.697,45.697, 0.05 , 0.05 ,,,45.697,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000978,B2PROGRAM-CSFPRGFND,8,218,Serve In Solidarity Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 3 - Strengthen capacity of partners,99810,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Objective 3 - Strengthen capacity of partners to implement best practice, plan strategically, strengthen governance, advocate and mobilise local communities",1,0,1,,,1,,,0,0,0,0,918,0.8,0.8, 0.00 , 0.00 ,,,0.8,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001832,B2PROJECT-CSFPPROJECT,8,998,Dóchas,22000,3,10,110,B01,Civil Society Project Funding: DCHS01-2016 Irish Aid Payment,99810,,01/01/2016,31/12/2016,Civil Society Project Funding: DCHS01-2016 Irish Aid Payment,0,0,2,,,1,,,,,,,918,250,250, 0.28 , 0.28 ,,,250,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001576,B2PROGRAM-CSFPRGFND,8,998,Children In Crossfire,22000,7,10,110,B01,Civil Society Programme Funding: A bank of CIC 'multipliers' engage the public in d evelopment issues,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: A bank of CIC 'multipliers' engage the public in d evelopment issues,1,,1,,,1,,,,,,,918,10,10, 0.01 , 0.01 ,,,10,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001630,B2PROGRAM-CSFPRGFND,8,998,Concern Worldwide,22000,7,10,110,B01,Civil Society Programme Funding: Deepen public understanding of and support for glo bal development issues,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Deepen public understanding of and support for global development issues,1,1,1,,,1,,,0,1,1,0,918,66,66, 0.07 , 0.07 ,,,66,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001577,B2PROGRAM-CSFPRGFND,8,998,Children In Crossfire,22000,7,10,110,B01,Civil Society Programme Funding: Development Education is integrated into formal an d non-formal education,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Development Education is integrated into formal an d non-formal education,1,,1,,,1,,,,,,,918,20,20, 0.02 , 0.02 ,,,20,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001570,B2PROGRAM-CSFPRGFND,8,998,Goal,22000,7,10,110,B01,Civil Society Programme Funding: GOAL has supported the agenda of the development e ducation sector in Ireland,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: GOAL has supported the agenda of the development e ducation sector in Ireland,1,1,1,,,1,,,0,1,1,0,918,0.965,0.965, 0.00 , 0.00 ,,,0.965,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001631,B2PROGRAM-CSFPRGFND,8,998,Concern Worldwide,22000,7,10,110,B01,Civil Society Programme Funding: Contribute to a stronger results focussed and more coherent development education sector in Ireland,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Contribute to a stronger results focussed and more coherent development education sector in Ireland,1,0,1,,,1,,,0,0,0,0,918,132,132, 0.15 , 0.15 ,,,132,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001634,B2PROGRAM-CSFPRGFND,8,998,Concern Worldwide,22000,7,10,110,B01,Civil Society Programme Funding: Concern is recognised as a leader in the areas of hunger and nutrition and the humanitarian agenda,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Concern is recognised as a leader in the areas of hunger and nutrition and the humanitarian agenda,1,1,1,,,1,,,0,0,1,0,918,40,40, 0.04 , 0.04 ,,,40,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001599,B2PROGRAM-CSFPRGFND,8,998,Self Help Africa,22000,7,10,110,B01,Civil Society Programme Funding: To support teacher awareness and Devel-opment Educ ation train-ing through Africa  Alive Study Visits.,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: To support teacher awareness and Devel-opment Educ ation train-ing through Africa  Alive Study Visits.,1,1,1,,,1,,,1,1,1,1,918,5,5, 0.01 , 0.01 ,,,5,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001546,B2PROGRAM-CSFPRGFND,8,998,Trócaire,22000,7,10,110,B01,Civil Society Programme Funding: Objective 1: To ensure that DE methodologies are i ntegrated into school lessons and curriculum planning.,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 1: To ensure that DE methodologies are i ntegrated into school lessons and curriculum planning.,1,0,1,,,1,,,0,0,0,0,918,152.004,152.004, 0.17 , 0.17 ,,,152.004,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001632,B2PROGRAM-CSFPRGFND,8,998,Concern Worldwide,22000,7,10,110,B01,"Civil Society Programme Funding: Concern is effective in influencing pro-poor policy change at national, European  and international levels",99820,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Concern is effective in influencing pro-poor polic y change at national, European  and international levels",1,2,2,,,1,,,1,0,2,1,918,30,30, 0.03 , 0.03 ,,,30,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001548,B2PROGRAM-CSFPRGFND,8,998,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: Improved understanding of the challenges facing di sabled and visually impaired p eople developing countries in,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Improved understanding of the challenges facing disabled and visually impaired people developing countries inIreland,1,0,1,,,1,,,0,0,0,0,918,78,78, 0.09 , 0.09 ,,,78,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001547,B2PROGRAM-CSFPRGFND,8,998,Trócaire,22000,7,10,110,B01,Civil Society Programme Funding: Objective 2: To develop empathy  appreciation and/ or understanding of global jus tice issues amongst children a,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Objective 2: To develop empathy  appreciation and/or understanding of global justice issues amongst children and young people.,1,0,1,,,1,,,0,0,0,0,918,121.979,121.979, 0.13 , 0.13 ,,,121.979,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001597,B2PROGRAM-CSFPRGFND,8,998,Self Help Africa,22000,7,10,110,B01,Civil Society Programme Funding: To increase demand from education providers and de liver SHA Development Educatio n Workshops with a particular,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: To increase demand from education providers and deliver SHA Development Education Workshops with a particularfocus on Transition Year,1,,1,,,1,,,,,,,918,90.036,90.036, 0.10 , 0.10 ,,,90.036,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001629,B2PROGRAM-CSFPRGFND,8,998,Concern Worldwide,22000,7,10,110,B01,Civil Society Programme Funding: Teachers and students have a deeper understanding of the root causes of development issues,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Teachers and students have a deeper understandingof the root causes of development issues as a result of DE inputs at both curricular and extra-curricular levels,1,1,1,,,1,,,0,0,1,0,918,102,102, 0.11 , 0.11 ,,,102,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001569,B2PROGRAM-CSFPRGFND,8,998,Goal,22000,7,10,110,B01,Civil Society Programme Funding: GOAL's Development Education programme has deepened the knowledge and understanding of its participants in primary a,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: GOAL's Development Education programme has deepened the knowledge and understanding of its participants in primary and secondary schools about development and humanitarian issues.,1,1,1,,,1,,,0,1,1,0,918,30.125,30.125, 0.03 , 0.03 ,,,30.125,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001568,B2PROGRAM-CSFPRGFND,8,998,Goal,22000,7,10,110,B01,Civil Society Programme Funding:  Increased awareness among the Irish general public on development and humanitarian issues and increased awareness o,99820,,01/01/2016,31/12/2016,"Civil Society Programme Funding:  Increased awareness among the Irish general public on development and humanitarian issues and increased awareness of what actions GOAL, other INGOs and Irish Aid are taking to address them",1,1,1,,,1,,,0,1,1,0,918,9.671,9.671, 0.01 , 0.01 ,,,9.671,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001598,B2PROGRAM-CSFPRGFND,8,998,Self Help Africa,22000,7,10,110,B01,Civil Society Programme Funding: To support teachers and students entering projects in BT Young Scientists Awardand Young Social Innovators award sch,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: To support teachers and students entering projects in BT Young Scientists Awardand Young Social Innovators award schemes and working to raise awareness at other SHA public facing events Na-tional Ploughing Champi-onships (NPC) and Electric Picnic (EP).,1,1,1,,,1,,,1,1,1,1,918,16.5,16.5, 0.02 , 0.02 ,,,16.5,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001527,B2PROGRAM-CSFPRGFND,8,998,Action Aid,22000,7,10,110,B01,"Civil Society Programme Funding: Specific Objective 1: The Irish Public   values their role and contribution, through Irish Aid funding, towards the",99820,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Specific Objective 1: The Irish Public   values their role and contribution, through Irish Aid funding, towards the support of women and girls in target communities to claim their rights, have increased access to economic opportunities and access to public services",2,,1,,,1,,,,,,,918,15.08,15.08, 0.02 , 0.02 ,,,15.08,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001608,B2PROGRAM-CSFPRGFND,8,998,Christian Aid Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Objective 4: To strengthen the capacity of Christian Aid Ireland to deliver the programme outcomes,99820,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Objective 4: To strengthen the capacity of Christian Aid Ireland to deliver theprogramme outcomes through better quality programme support, a stronger contribution to the development sector in Ireland, and by increasing the public support in Ireland for the work of partners.",1,0,1,,,1,,,0,0,0,0,918,31.838,31.838, 0.04 , 0.04 ,,,31.838,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001857,B2VOL-VOL006,8,998,Comhlámh,22000,3,10,110,B01,PRSI & SUPERANNUATION,15150,,01/01/2016,31/12/2016,PRSI & SUPERANNUATION,,,2,,,1,,,,,,,918,60.99298,60.99298, 0.07 , 0.07 ,,,60.99298,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016001537,B2PROGRAM-CSFPRGFND,8,998,Childfund Ireland,22000,7,10,110,B01,Civil Society Programme Funding: Development Education,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Development Education,1,,0,,,1,,,,,,,918,14.363,14.363, 0.02 , 0.02 ,,,14.363,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000911,B2MISCARA-CSFSTRAT,8,489,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: De La Salle Brothers Skills upgrading,15160,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: De La Salle Brothers Skills upgrading for personnel working at Networkof Youth Epaces (REJ) and enhance of the tools available toapproach the complexity of working with vulnerable youth,1,0,2,,,1,,,0,0,0,0,918,95.425,95.425, 0.11 , 0.11 ,,,95.425,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000782,B2MISCARA-CSFSTRAT,8,261,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Daughters of the Holy Spirit Improving Organizational capacity in fundraising A,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Daughters of the Holy Spirit Improving Organizationalcapacity in fundraising And proposal writing,1,0,2,,,1,,,0,0,0,0,918,5.32,5.32, 0.01 , 0.01 ,,,5.32,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000938,B2MISCARA-CSFSTRAT,8,755,Misean Cara,22000,7,10,110,B01,"Strategic Partnership for Development Sector: The Redemptorists Alternative Resilient Liv elihoods, Post Typhoon Yo es",74010,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: The Redemptorists Alternative Resilient Livelihoods, Post Typhoon Yolanda, Eastern Samar Philippines",1,0,2,,,1,,,0,0,0,0,918,2.573,2.573, 0.00 , 0.00 ,,,2.573,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000970,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Misean Cara MC - Support Costs - Char itable Activities,91010,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Misean Cara MC - Support Costs - Charitable Activities,1,0,2,,,1,,,0,0,0,0,918,663.086,663.086, 0.73 , 0.73 ,,,663.086,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,99,2016002254,NON DCD ODA,8,998,National NGOs,22000,3,10,110,B01,Tax deductability scheme,99810,,01/01/2016,31/12/2016,Tax deductability scheme,,0,,,,1,,,0,0,0,0,918,6000,6000, 6.63 , 6.63 ,,,6000,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000971,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Misean Cara MC - Support Costs - Gove rnance,91010,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Misean Cara MC - Support Costs - Governance,1,0,2,,,1,,,0,0,0,0,918,121.209,121.209, 0.13 , 0.13 ,,,121.209,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000972,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Misean Cara MC - Support Costs - Gene rating Funds,91010,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Misean Cara MC - Support Costs - Generating Funds,1,0,2,,,1,,,0,0,0,0,918,51,51, 0.06 , 0.06 ,,,51,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001549,B2PROGRAM-CSFPRGFND,8,998,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: Put Us in the Picture campaign implemented,99820,,01/01/2016,31/12/2016,Civil Society Programme Funding: Put Us in the Picture campaign implemented,1,0,1,,,1,,,0,0,0,0,918,20,20, 0.02 , 0.02 ,,,20,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000269,B1TANOB3LHS-TANOB3DBGV,8,282,Wildaf-Gender Based Violence,23000,3,10,110,B01,"Diasabilityand Gender Based Violence Services: Increase awareness of women human rights,preventand respond to GBV&incease access to justice by women",15170,,01/01/2016,31/12/2016,"Diasabilityand Gender Based Violence(GBV) Services: Improving Local Health Services: Increase awareness of women human rights,preventand respond to GBV&incease access to justice by women",2,0,2,,,1,,,0,0,0,0,918,200,200, 0.22 , 0.22 ,,,200,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000536,B1ZIMOB02SGD-INFRSSKI01,8,265,Technoserve,23000,3,10,110,B01,TECHNICAL AND SKILLS DEVELOPMENT: ZIM PROG LIVELIHOODS & SKILLS DVT: 2016/17 Tranche for strengthening Youth Agri-Entreprenuership in Rural area,31120,,01/01/2016,31/12/2016,TECHNICAL AND SKILLS DEVELOPMENT: ZIM PROG LIVELIHOODS & SKILLS DVT: 2016/17 Tranche for strengthening Youth Agri-Entreprenuership in Rural area,1,2,0,2,,1,,,0,1,2,0,918,120,120, 0.13 , 0.13 ,,,120,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000196,B1RSAOB1ICL-HIVRSSAFAID,8,218,Sa Hiv/Aids Info Disseminat Se,23000,3,10,110,B01,"Southern Africa Hiv And Aids Info Dissemination Se: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb",16064,,01/01/2016,31/12/2016,"Southern Africa Hiv And Aids Info Dissemination Se: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: scaling up community leadership to respondto GBV, HIV & TB & SRH",1,0,0,,,1,,,0,0,0,0,918,75,75, 0.08 , 0.08 ,,,75,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000193,B1RSAOB1ICL-HIVRSAFS01,8,218,Aids Foundation Of South Afric,23000,3,10,110,B01,"Aids Foundation Of South Afric: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Develop & Enhance CBOs capacity & SkillsClose out grant",16064,,01/01/2016,31/12/2016,"Aids Foundation Of South Afric: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Develop & Enhance CBOs capacity & SkillsClose out grant",1,0,0,,,1,,,0,0,0,0,918,300,300, 0.33 , 0.33 ,,,300,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000192,B1RSAOB1ICL-HIVRSAFS01,8,218,Aids Consortium,23000,3,10,110,B01,"Aids Foundation Of South Afric: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Develop & Enhance CBOs Capacity & skillsclose out grants",16064,,01/01/2016,31/12/2016,"Aids Foundation Of South Afric: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Develop & Enhance CBOs Capacity & skillsclose out grants",1,0,0,,,1,,,0,0,0,0,918,200,200, 0.22 , 0.22 ,,,200,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000257,B1TANOB1LSP-TANOB1SHPE,8,282,Agricultural Non State Actors,23000,3,10,110,B01,Improving Livelihoods of smallholders and pastoral: Advocate for Pro-poor & conducive agriculture polienvironment,31194,,01/01/2016,31/12/2016,Small holder  and Pastoralist Empowerment: Improving Livelihoods of smallholders and pastoral: Advocate for Pro-poor & conducive agriculture polienvironment where CSO& Private sector effectively engage,1,1,1,2,,1,,,0,1,1,0,918,200,200, 0.22 , 0.22 ,,,200,,,,,,,,,,,,,,,,,,,,,,,,
