iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
XM-DAC-21-1-2018008016B2PROGRAM-CSFPRGFND,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Communities attain opitimal and resilient health -  Nutrition,Communities attain opitimal and resilient health -  Nutrition,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,7,110,10,,,EUR,,0,626089.4999999999,0,0,0,0,0
XM-DAC-21-1-2018008017B1UGAIO2HIV-UGAIO2HIVPREV,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,PACK II - JULY - OCT 2018 ACTIVITIES ,PACK II - JULY - OCT 2018 ACTIVITIES ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UG,Uganda,,,,,,,,,,1,110,10,,,EUR,,0,640000,0,0,0,0,0
XM-DAC-21-1-2018008018D1EDF-INTLHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IE 8/9 EDF Refund Adjustment ,IE 8/9 EDF Refund Adjustment ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,640120,0,0,0,0,0
XM-DAC-21-1-2018008019B1SIERRAOB1NUT-SLOB1STUNT,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Nationwide Scale-up of a Six Monthly Contact Point SLE.HKI.2018.02,Nationwide Scale-up of a Six Monthly Contact Point SLE.HKI.2018.02,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SL,Sierra Leone,,,,,,,,,,1,110,10,,,EUR,,0,641000,0,0,0,0,0
XM-DAC-21-1-2018008020B2PROGRAM-CSFPRGFND,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"Increased uptake of positive health, nutrition and hygiene practices and services for management of acute malnutrition in target communities","Increased uptake of positive health, nutrition and hygiene practices and services for management of acute malnutrition in target communities",4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,7,110,10,,,EUR,,0,648000,0,0,0,0,0
XM-DAC-21-1-2018008021B3HUMMINE-RECHQ007,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HALO Trust demining programme year 1 ,HALO Trust demining programme year 1 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SO,Somalia,,,,,,,,,,3,110,10,,,EUR,,0,650000,0,0,0,0,0
XM-DAC-21-1-2018008022B1VNMOB4-VNMOB4IYCF,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,VNM Imprest No.6 27.6.2018 Alive and Thrive Payment Yr 2,VNM Imprest No.6 27.6.2018 Alive and Thrive Payment Yr 2,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,VN,Viet Nam,,,,,,,,,,1,110,10,,,EUR,,0,650000,0,0,0,0,0
XM-DAC-21-1-2018008023B2PROGRAM-CSFPRGFND,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"High uptake of climate smart health, nutrition, livelihood etc. behaviours among farming and pastoralist households to improve their resilience","High uptake of climate smart health, nutrition, livelihood etc. behaviours among farming and pastoralist households to improve their resilience",4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TD,Chad,,,,,,,,,,7,110,10,,,EUR,,0,655200,0,0,0,0,0
XM-DAC-21-1-2018008024B3HUMNGO-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HPP 2018 LEBANON ,HPP 2018 LEBANON ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,669718.0000000001,0,0,0,0,0
XM-DAC-21-1-2018008025B3HUMNGO-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HPP 2018 SOMALIA ,HPP 2018 SOMALIA ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SO,Somalia,,,,,,,,,,1,110,10,,,EUR,,0,672292,0,0,0,0,0
XM-DAC-21-1-2018008026B1MLWOBJ2FNS-MWSOCIAL,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Achieving Sustainable Poverty Reduction through Inclusive Resilience and Empowerment,Achieving Sustainable Poverty Reduction through Inclusive Resilience and Empowerment,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MW,Malawi,,,,,,,,,,1,110,10,,,EUR,,0,675020,0,0,0,0,0
XM-DAC-21-1-2018008027B4FELLOW-FELLICO001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,FTP Fellowship Costs 504/2018/ICOS,FTP Fellowship Costs 504/2018/ICOS,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,676798,0,0,0,0,0
XM-DAC-21-1-2018008028B4ESSHEA-HEAHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,WHO UNIVERSAL HEALTH COVERAGE PARTNERSHIP 2018/01 HQ/PU/2018/WHO UHC,WHO UNIVERSAL HEALTH COVERAGE PARTNERSHIP 2018/01 HQ/PU/2018/WHO UHC,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,298,"Africa, regional",,,,,,,1,110,10,,,EUR,,0,700000,0,0,0,0,0
XM-DAC-21-1-2018008029E1UNVOL-UNHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Ireland 2018 Additional Contribution ,Ireland 2018 Additional Contribution ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,700000,0,0,0,0,0
XM-DAC-21-1-2018008030B1TANOP2IRHN-TANOP2RMCH,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Support to CCBRT Strategy 2018-2022 Strengthened TZ Health Systsem,Support to CCBRT Strategy 2018-2022 Strengthened TZ Health Systsem,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZ,"Tanzania, United Republic Of",,,,,,,,,,1,110,10,,,EUR,,0,700000,0,0,0,0,0
XM-DAC-21-1-2018008031B1VNMOB1-FELLICO001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IDEAS Fellow Costs (2018-19) Aug 2018 IDEAS INV 507/2018/ICOS,IDEAS Fellow Costs (2018-19) Aug 2018 IDEAS INV 507/2018/ICOS,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,VN,Viet Nam,,,,,,,,,,1,110,10,,,EUR,,0,700000,0,0,0,0,0
XM-DAC-21-1-2018008032B1SIERRAOB3GOV-SLOB3GBVGOV,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Women Unite! Strengthening Women-led Cohesion SLE.SFCG.2018.01,Women Unite! Strengthening Women-led Cohesion SLE.SFCG.2018.01,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SL,Sierra Leone,,,,,,,,,,1,110,10,,,EUR,,0,706000,0,0,0,0,0
XM-DAC-21-1-2018008033D1EUTRUST-INTLHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,COLOMBIA TRUST FUND IRELAND 2018 ,COLOMBIA TRUST FUND IRELAND 2018 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CO,Colombia,,,,,,,,,,1,110,10,,,EUR,,0,750000,0,0,0,0,0
XM-DAC-21-1-2018008034B3HUMCRISAPP-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Jordan-HQHUM-UNHCR 18 02 ,Jordan-HQHUM-UNHCR 18 02 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,JO,Jordan,,,,,,,,,,1,110,10,,,EUR,,0,750000,0,0,0,0,0
XM-DAC-21-1-2018008035B2DEVEDU-DEU005,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,WORLDWISE GLOBAL SCHOOLS PAYMENT ,WORLDWISE GLOBAL SCHOOLS PAYMENT ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,797885,0,0,0,0,0
XM-DAC-21-1-2018008036D1TRAD-INTLHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ITC IRELAND 2018 ,ITC IRELAND 2018 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,800000,0,0,0,0,0
XM-DAC-21-1-2018008037B1UGAIO1SP-UGAIO1SPHMS,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,SPA CONTRIBUTION - HOME GROWN FEEDING ,SPA CONTRIBUTION - HOME GROWN FEEDING ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UG,Uganda,,,,,,,,,,1,110,10,,,EUR,,0,800000,0,0,0,0,0
XM-DAC-21-1-2018008038B2PROGRAM-CSFPRGFND,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Communities attain opitimal and resilient health -  Health Systems,Communities attain opitimal and resilient health -  Health Systems,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,7,110,10,,,EUR,,0,875900.53,0,0,0,0,0
XM-DAC-21-1-2018008039B2PROGRAM-CSFPRGFND,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Increased asset ownership and returns from assets for most vulnerable (graduation model) households,Increased asset ownership and returns from assets for most vulnerable (graduation model) households,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MW,Malawi,,,,,,,,,,7,110,10,,,EUR,,0,900000,0,0,0,0,0
XM-DAC-21-1-2018008040B1MLWOBJ3CEGS-MWDEMO,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,National Registration and Identification System,National Registration and Identification System,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MW,Malawi,,,,,,,,,,1,110,10,,,EUR,,0,900000,0,0,0,0,0
XM-DAC-21-1-2018008041D1EDF-INTLHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,EDF 2ND INSTALMENT 2018 (EIB),EDF 2ND INSTALMENT 2018 (EIB),4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,909999.9999999999,0,0,0,0,0
XM-DAC-21-1-2018008042B2PROGRAM-CSFPRGFND,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Communities attain opitimal and resilient health -  Nutrition,Communities attain opitimal and resilient health -  Nutrition,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SL,Sierra Leone,,,,,,,,,,7,110,10,,,EUR,,0,916799.41,0,0,0,0,0
XM-DAC-21-1-2018008043B1UGAIO2HIV-UGAIO2HIVPREV,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,2ND INSTALLMENT - 60% - 2018 OCT 2018 - JUNE 2019,2ND INSTALLMENT - 60% - 2018 OCT 2018 - JUNE 2019,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UG,Uganda,,,,,,,,,,1,110,10,,,EUR,,0,960000,0,0,0,0,0
XM-DAC-21-1-2018008044B1MLWOBJ1RCC-MWSOCIAL,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Lean Season Response 2018/19: Operationalising Shock-Responsive Social Protection in Balaka and Ntcheu,Lean Season Response 2018/19: Operationalising Shock-Responsive Social Protection in Balaka and Ntcheu,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MW,Malawi,,,,,,,,,,1,110,10,,,EUR,,0,990000,0,0,0,0,0
XM-DAC-21-1-2018008045B4ESSHEA-HEAHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,MEDICINES FOR MALRIA VENTURE CORE FUNDING 2018 MMV 2018,MEDICINES FOR MALRIA VENTURE CORE FUNDING 2018 MMV 2018,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,3,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008046B4ESSHEA-HEAHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT 2018 MULTI ANNUAL FUNDING FRAMEWORK,GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT 2018 MULTI ANNUAL FUNDING FRAMEWORK,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,3,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008047B4RESNUT-HUNGHQ002,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,2018 SUPPORT FOR RENEWED EFFORTS AGAINST CHILD HUNGER AND UNDERNUTRITION,2018 SUPPORT FOR RENEWED EFFORTS AGAINST CHILD HUNGER AND UNDERNUTRITION,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008048B4IECGEN-INTLHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,International Land Cooalition (ILC-IFAD) 2018 contribution paym,International Land Cooalition (ILC-IFAD) 2018 contribution paym,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008049B1PAA-UNHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UNRWA 2018 Prog Budget Contribution ,UNRWA 2018 Prog Budget Contribution ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008050B4GOVHR-RECHQ022,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UNPBF CORE FUNDING YEAR 2 OF 3,UNPBF CORE FUNDING YEAR 2 OF 3,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008051B4RESCLM-ENV2HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,2018 CONTRIBUTION TO GEF-LDCF FOR CLIMATE CHANGE MTO NO.69004,2018 CONTRIBUTION TO GEF-LDCF FOR CLIMATE CHANGE MTO NO.69004,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008052E1UNVOL-UNHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Generation Unlimited Initiative (GenU) ,Generation Unlimited Initiative (GenU) ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008053B1ETHOB1SSP-ETHOB1HUM,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"UNHCR, Jun 2108, Ethiopia Refuegee assistance ","UNHCR, Jun 2108, Ethiopia Refuegee assistance ",4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ET,Ethiopia,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008054B3HUMCRISAPP-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERITREA-2018-HQHUM-UNICEF 18 04 ,ERITREA-2018-HQHUM-UNICEF 18 04 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ER,Eritrea,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008055B3HUMCRISAPP-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,SOUTH SUDAN-2018-Funding-HQHUM-UNICEF 18 03 ,SOUTH SUDAN-2018-Funding-HQHUM-UNICEF 18 03 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008056E1UNVOL-UNHQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UNRWA 2018 Prog Budget Contribution ,UNRWA 2018 Prog Budget Contribution ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008057B3HUMCRISAPP-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,MYANMAR/BURMA-HQHUM-UNHCR 18 01 ,MYANMAR/BURMA-HQHUM-UNHCR 18 01 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BD,Bangladesh,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008058B1ETHOB3CPA-ETHOB3CSOSP,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"DFID, Dec 2018, CSSP funding for 2018 ","DFID, Dec 2018, CSSP funding for 2018 ",4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ET,Ethiopia,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008059B3HUMCRISAPP-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,South Sudan-Funding-HQHUM-SSHF-CHF 18 04 ,South Sudan-Funding-HQHUM-SSHF-CHF 18 04 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008060B3HUMCRISAPP-EME1HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Yemen Humanitarian Pooled Fund UNOCHA 18 09 ,Yemen Humanitarian Pooled Fund UNOCHA 18 09 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,YE,Yemen,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008061B3STAB-ENV2HQ001,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,building sustainability of CRIFF model to 2030 ,building sustainability of CRIFF model to 2030 ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,889,"Oceania, regional",,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008062B1LIBERIA-LIBOBJ2HEA,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Support the Annual Plan of the MoH LIB.HSPF.2018.0 DCD 23985,Support the Annual Plan of the MoH LIB.HSPF.2018.0 DCD 23985,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LR,Liberia,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008063B1TANOP2IRHN-TANOP2CMNS,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Scalingupsynergetic community based interventions to improve lives of the most,Scalingupsynergetic community based interventions to improve lives of the most,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZ,"Tanzania, United Republic Of",,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008064B1TANOP4RPHC-TANOP4SRHC,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Empowering adolescent girls to exercise their sexu al &reproductive health & righ,Empowering adolescent girls to exercise their sexu al &reproductive health & righ,4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZ,"Tanzania, United Republic Of",,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-2018008065B1TANOP4RPHC-TANOP4SRHC,2,2019-12-05 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"Provide Humanitarian assisstance to refugees from Burundi&DRC Congo in Tanzania,","Provide Humanitarian assisstance to refugees from Burundi&DRC Congo in Tanzania,",4,,,2018-01-01,2018-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZ,"Tanzania, United Republic Of",,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
